dataset,family,distribution,structure,variant,n_samples,n_features,seed,normalized,k,connected,n_components,largest_component_size,smallest_component_size,n_edges,reinforcement_vertex_count,anti_hub_count,cutoff_in_degree,candidate_tie_count,selected_from_ties_degree_only,selected_from_ties_score_tie_break,score_tie_candidate_count,build_seconds,connectivity_check_seconds
gaussian_sparse-iid-n5000-d10-seed42,synthetic,gaussian_sparse,iid,approx_knn_only,5000,10,42,False,50,True,1,5000,5000,250000,0,70,0,877,70,20,40,18.43993771901296,0.541863962993375
gaussian_sparse-iid-n5000-d10-seed42,synthetic,gaussian_sparse,iid,approx_knn_only,5000,10,42,False,49,True,1,5000,5000,250000,0,70,0,877,70,20,40,18.43993771901296,0.541863962993375
gaussian_sparse-iid-n5000-d10-seed42,synthetic,gaussian_sparse,iid,approx_knn_only,5000,10,42,False,48,True,1,5000,5000,250000,0,70,0,877,70,20,40,18.43993771901296,0.541863962993375
gaussian_sparse-iid-n5000-d10-seed42,synthetic,gaussian_sparse,iid,approx_knn_only,5000,10,42,False,47,True,1,5000,5000,250000,0,70,0,877,70,20,40,18.43993771901296,0.541863962993375
gaussian_sparse-iid-n5000-d10-seed42,synthetic,gaussian_sparse,iid,approx_knn_only,5000,10,42,False,46,True,1,5000,5000,250000,0,70,0,877,70,20,40,18.43993771901296,0.541863962993375
gaussian_sparse-iid-n5000-d10-seed42,synthetic,gaussian_sparse,iid,approx_knn_only,5000,10,42,False,45,True,1,5000,5000,250000,0,70,0,877,70,20,40,18.43993771901296,0.541863962993375
gaussian_sparse-iid-n5000-d10-seed42,synthetic,gaussian_sparse,iid,approx_knn_only,5000,10,42,False,44,True,1,5000,5000,250000,0,70,0,877,70,20,40,18.43993771901296,0.541863962993375
gaussian_sparse-iid-n5000-d10-seed42,synthetic,gaussian_sparse,iid,approx_knn_only,5000,10,42,False,43,True,1,5000,5000,250000,0,70,0,877,70,20,40,18.43993771901296,0.541863962993375
gaussian_sparse-iid-n5000-d10-seed42,synthetic,gaussian_sparse,iid,approx_knn_only,5000,10,42,False,42,True,1,5000,5000,250000,0,70,0,877,70,20,40,18.43993771901296,0.541863962993375
gaussian_sparse-iid-n5000-d10-seed42,synthetic,gaussian_sparse,iid,approx_knn_only,5000,10,42,False,41,True,1,5000,5000,250000,0,70,0,877,70,20,40,18.43993771901296,0.541863962993375
gaussian_sparse-iid-n5000-d10-seed42,synthetic,gaussian_sparse,iid,approx_knn_only,5000,10,42,False,40,True,1,5000,5000,250000,0,70,0,877,70,20,40,18.43993771901296,0.541863962993375
gaussian_sparse-iid-n5000-d10-seed42,synthetic,gaussian_sparse,iid,approx_knn_only,5000,10,42,False,39,True,1,5000,5000,250000,0,70,0,877,70,20,40,18.43993771901296,0.541863962993375
gaussian_sparse-iid-n5000-d10-seed42,synthetic,gaussian_sparse,iid,approx_knn_only,5000,10,42,False,38,True,1,5000,5000,250000,0,70,0,877,70,20,40,18.43993771901296,0.541863962993375
gaussian_sparse-iid-n5000-d10-seed42,synthetic,gaussian_sparse,iid,approx_knn_only,5000,10,42,False,37,True,1,5000,5000,250000,0,70,0,877,70,20,40,18.43993771901296,0.541863962993375
gaussian_sparse-iid-n5000-d10-seed42,synthetic,gaussian_sparse,iid,approx_knn_only,5000,10,42,False,36,True,1,5000,5000,250000,0,70,0,877,70,20,40,18.43993771901296,0.541863962993375
gaussian_sparse-iid-n5000-d10-seed42,synthetic,gaussian_sparse,iid,approx_knn_only,5000,10,42,False,35,True,1,5000,5000,250000,0,70,0,877,70,20,40,18.43993771901296,0.541863962993375
gaussian_sparse-iid-n5000-d10-seed42,synthetic,gaussian_sparse,iid,approx_knn_only,5000,10,42,False,34,True,1,5000,5000,250000,0,70,0,877,70,20,40,18.43993771901296,0.541863962993375
gaussian_sparse-iid-n5000-d10-seed42,synthetic,gaussian_sparse,iid,approx_knn_only,5000,10,42,False,33,True,1,5000,5000,250000,0,70,0,877,70,20,40,18.43993771901296,0.541863962993375
